Date,OT,Anomaly,start_date,end_date,date,his_avg_1,his_std_1,his_avg_2,his_std_2,his_avg_3,his_std_3,his_avg_4,his_std_4,his_avg_5,his_std_5,his_avg_6,his_std_6,his_avg_7,his_std_7,prior_history_avg,prior_history_std
199808,2.41,-0.21,1998-08-01,1998-08-31,1998-08-01,2.68,,2.67,0.014142135623730963,2.6666666666666665,0.011547005383792526,2.635,0.06403124237432854,2.662,0.08197560612767679,2.701666666666666,0.12172373091006802,2.687142857142857,0.11757469763435291,2.687142857142857,0.11757469763435291
199809,2.51,0.02,1998-09-01,1998-09-30,1998-09-01,2.54,,2.99,0.6363961030678927,2.7266666666666666,0.6407287517610968,2.58,0.5997777366102657,2.58,0.5194227565288221,2.5383333333333336,0.47566444755380516,2.5371428571428574,0.43423166956953146,2.5371428571428574,0.43423166956953146
199810,2.97,0.81,1998-10-01,1998-10-31,1998-10-01,2.52,,2.505,0.021213203435596288,2.5466666666666664,0.07371114795831979,2.625,0.1678292783356546,2.538,0.24283739415501884,2.393333333333333,0.4156280388360086,2.3514285714285714,0.39528169581656447,2.3514285714285714,0.39528169581656447
199811,2.63,0.4,1998-11-01,1998-11-30,1998-11-01,2.28,,2.6399999999999997,0.5091168824543144,2.55,0.39230090491866065,2.6374999999999997,0.365,2.534,0.3917652358237009,2.6566666666666663,0.46159144994970025,2.632857142857143,0.4260561107692384,2.632857142857143,0.4260561107692384
199812,2.08,-0.26,1998-12-01,1998-12-31,1998-12-01,2.3,,2.79,0.6929646455628166,2.61,0.5807753438292641,2.505,0.5186199636214042,2.396,0.5110088061863514,2.4616666666666664,0.48453758024189064,2.505714285714286,0.45741509750834786,2.505714285714286,0.45741509750834786
199901,3.13,0.82,1999-01-01,1999-01-31,1999-01-01,3.35,,3.08,0.3818376618407357,2.9933333333333336,0.30892285984260437,3.04,0.2689485700525909,2.88,0.42690748412273116,2.9333333333333336,0.4035674251803119,2.8114285714285714,0.4896402955717789,2.8114285714285714,0.4896402955717789
199902,1.92,-0.21,1999-02-01,1999-02-28,1999-02-01,3.32,,2.8499999999999996,0.6646803743153546,2.53,0.7267048919609665,2.2975,0.7538512231645357,2.268,0.6561783294196784,2.2516666666666665,0.5882658129338016,2.2614285714285716,0.5376314900074389,2.2614285714285716,0.5376314900074389
199903,2.19,-0.32,1999-03-01,1999-03-31,1999-03-01,3.22,,2.83,0.5515432893255072,2.6333333333333333,0.5178159261101702,2.7225,0.45886635672419196,2.65,0.4291852746774988,2.6833333333333336,0.39246231241568497,2.6585714285714284,0.36420820837485135,2.6585714285714284,0.36420820837485135
199904,2.87,0.35,1999-04-01,1999-04-30,1999-04-01,2.56,,2.7750000000000004,0.3040559159102155,2.7033333333333336,0.24826061575153918,2.7325000000000004,0.21093047827819167,2.7500000000000004,0.18681541692269404,2.7766666666666673,0.1794064287216784,2.674285714285715,0.31653631402295396,2.674285714285715,0.31653631402295396
199905,2.91,0.0,1999-05-01,1999-05-31,1999-05-01,2.62,,2.7,0.1131370849898474,2.9066666666666667,0.3667878587594378,2.9066666666666667,0.3667878587594378,2.7875,0.3827422979847753,2.818,0.33840803772960226,2.7283333333333335,0.37397415240450327,2.7283333333333335,0.37397415240450327
199906,3.31,0.39,1999-06-01,1999-06-30,1999-06-01,3.32,,3.36,0.05656854249492385,3.1933333333333334,0.2914332399252586,3.2,0.23832750575625972,3.14,0.24617067250182342,3.2183333333333337,0.29205593071647534,3.2428571428571433,0.2743911007858604,3.2428571428571433,0.2743911007858604
199907,2.58,-0.2,1999-07-01,1999-07-31,1999-07-01,2.86,,2.7800000000000002,0.1131370849898474,2.89,0.2066397831977181,2.83,0.2070426687102604,2.882,0.21370540470470084,2.9516666666666667,0.25623556869932523,3.051428571428571,0.35267683845264397,3.051428571428571,0.35267683845264397
199908,2.29,-0.33,1999-08-01,1999-08-31,1999-08-01,2.41,,2.545,0.19091883092036785,2.5833333333333335,0.15044378795195676,2.6025,0.1286791876463841,2.59,0.11489125293076059,2.6199999999999997,0.12633289357883004,2.6599999999999997,0.15652475842498523,2.6599999999999997,0.15652475842498523
199909,2.52,0.03,1999-09-01,1999-09-30,1999-09-01,2.51,,2.525,0.0212132034355966,2.83,0.5284884104689526,2.6725000000000003,0.5342518132865811,2.5660000000000003,0.5203652563344328,2.568333333333334,0.46546392627857486,2.5342857142857147,0.4343522818656588,2.5342857142857147,0.4343522818656588
199910,1.57,-0.59,1999-10-01,1999-10-31,1999-10-01,2.97,,2.745,0.3181980515339465,2.66,0.2688865931949751,2.6525,0.2200568108466539,2.694,0.21196697856034086,2.61,0.2797856322258168,2.4757142857142855,0.4375636008192464,2.4757142857142855,0.4375636008192464
199911,1.44,-0.79,1999-11-01,1999-11-30,1999-11-01,2.63,,2.455,0.2474873734152917,2.6366666666666667,0.36004629331980825,2.5700000000000003,0.3228002478313795,2.636,0.3161170669229993,2.5500000000000003,0.35259041393662416,2.652857142857143,0.4214939416612567,2.652857142857143,0.4214939416612567
199912,1.73,-0.61,1999-12-01,1999-12-31,1999-12-01,2.08,,2.19,0.15556349186104027,2.5533333333333332,0.6388531390964071,2.4775,0.5432234040122595,2.42,0.4876986774638618,2.3433333333333333,0.47491753670154846,2.407142857142857,0.4652495490133685,2.407142857142857,0.4652495490133685
200001,2.14,-0.17,2000-01-01,2000-01-31,2000-01-01,3.13,,3.24,0.1555634918610406,3.096666666666667,0.2715388247255507,3.0275000000000003,0.2613267431141839,3.0580000000000003,0.23636835659622468,2.921666666666667,0.3952425415699411,2.9614285714285713,0.3758292418740445,2.9614285714285713,0.3758292418740445
200002,2.12,-0.01,2000-02-01,2000-02-29,2000-02-01,1.92,,2.62,0.9899494936611665,2.54,0.7135825109964509,2.3775,0.6671519067398869,2.222,0.6743292964123685,2.21,0.6038542870593865,2.204285714285714,0.5514483095406477,2.204285714285714,0.5514483095406477
200003,2.44,-0.07,2000-03-01,2000-03-31,2000-03-01,2.19,,2.705,0.7283199846221442,2.6166666666666667,0.537246064046386,2.5225,0.47738000237406963,2.616,0.46328177171134205,2.5733333333333333,0.42734841367046955,2.6128571428571425,0.4038858867598738,2.6128571428571425,0.4038858867598738
200004,2.32,-0.2,2000-04-01,2000-04-30,2000-04-01,2.87,,2.715,0.21920310216782976,2.8066666666666666,0.22188585654190165,2.745,0.21916508237703688,2.7600000000000002,0.19274335267396386,2.77,0.17412639087743134,2.79,0.16753109164172086,2.79,0.16753109164172086
200005,2.66,-0.25,2000-05-01,2000-05-31,2000-05-01,2.91,,2.765,0.2050609665440988,2.77,0.14525839046333952,2.9075,0.2994856702192387,2.9075,0.2994856702192387,2.8120000000000003,0.3359613072959443,2.8333333333333335,0.30500273222819924,2.8333333333333335,0.30500273222819924
200006,3.45,0.53,2000-06-01,2000-06-30,2000-06-01,3.31,,3.315,0.007071067811865324,3.3433333333333333,0.04932882862316244,3.2224999999999997,0.24500000000000002,3.222,0.21217916957137903,3.168333333333333,0.23086070836473382,3.231428571428571,0.2688511714331042,3.231428571428571,0.2688511714331042
200007,2.3,-0.48,2000-07-01,2000-07-31,2000-07-01,2.58,,2.7199999999999998,0.19798989873223316,2.7133333333333334,0.14047538337136975,2.8125,0.22911059920192825,2.7800000000000002,0.2113054660911543,2.831666666666667,0.22745695563483354,2.898571428571429,0.2728509099263167,2.898571428571429,0.2728509099263167
200008,1.91,-0.71,2000-08-01,2000-08-31,2000-08-01,2.29,,2.35,0.08485281374238578,2.4600000000000004,0.19974984355438183,2.5100000000000002,0.19131126469708995,2.54,0.17874562931719482,2.5400000000000005,0.15987495113369077,2.572857142857143,0.16987390281365428,2.572857142857143,0.16987390281365428
200009,2.18,-0.31,2000-09-01,2000-09-30,2000-09-01,2.52,,2.5149999999999997,0.007071067811865638,2.523333333333333,0.015275252316519577,2.7525,0.45850299889968005,2.6420000000000003,0.46767510089804865,2.5583333333333336,0.4658075425180088,2.5614285714285714,0.4253010138489589,2.5614285714285714,0.4253010138489589
200010,2.26,0.1,2000-10-01,2000-10-31,2000-10-01,1.57,,2.27,0.9899494936611667,2.3533333333333335,0.7147260547463856,2.3875,0.5875585077249754,2.436,0.5202691611079788,2.5066666666666664,0.4964943772759835,2.4614285714285713,0.4687724597793892,2.4614285714285713,0.4687724597793892
200011,2.73,0.5,2000-11-01,2000-11-30,2000-11-01,1.44,,2.035,0.8414570696119915,2.1166666666666667,0.6115826463637872,2.3375,0.6666520831738247,2.344,0.5775205624044915,2.4366666666666665,0.5642221784604595,2.391428571428571,0.5287856708670212,2.391428571428571,0.5287856708670212
200012,1.71,-0.63,2000-12-01,2000-12-31,2000-12-01,1.73,,1.905,0.2474873734152917,2.0366666666666666,0.28746014216467175,2.3474999999999997,0.6644985578113268,2.328,0.5771221707749581,2.3049999999999997,0.5192590875468622,2.255714285714286,0.4916250991306669,2.255714285714286,0.4916250991306669
200101,1.85,-0.46,2001-01-01,2001-01-31,2001-01-01,2.14,,2.635,0.7000357133746818,2.873333333333333,0.6445411804790546,2.8575,0.5272175389090666,2.85,0.45689167206242665,2.905,0.4302905994790032,2.81,0.4663332142006042,2.81,0.4663332142006042
200102,2.21,0.08,2001-02-01,2001-02-28,2001-02-01,2.12,,2.02,0.14142135623730964,2.453333333333333,0.7571877794400365,2.4349999999999996,0.6193275923666461,2.3259999999999996,0.5891349590713489,2.2049999999999996,0.604574230347275,2.197142857142857,0.5522896065687,2.197142857142857,0.5522896065687
200103,2.57,0.06,2001-03-01,2001-03-31,2001-03-01,2.44,,2.315,0.1767766952966369,2.6166666666666667,0.537246064046386,2.5725,0.44746508243660765,2.506,0.41506625977065403,2.5866666666666664,0.42055518860985025,2.5542857142857143,0.3933555280259469,2.5542857142857143,0.3933555280259469
200104,2.1,-0.42,2001-04-01,2001-04-30,2001-04-01,2.32,,2.5949999999999998,0.38890872965260137,2.5833333333333335,0.27574142476844754,2.685,0.3033699611585389,2.66,0.26860752037126595,2.686666666666667,0.24897121654252868,2.705714285714286,0.23279870724563342,2.705714285714286,0.23279870724563342
200105,2.78,-0.13,2001-05-01,2001-05-31,2001-05-01,2.66,,2.785,0.1767766952966369,2.7300000000000004,0.15716233645501712,2.7425,0.13073510112692252,2.858,0.281992907712233,2.858,0.281992907712233,2.786666666666667,0.30683328806807547,2.786666666666667,0.30683328806807547
200106,3.12,0.2,2001-06-01,2001-06-30,2001-06-01,3.45,,3.38,0.09899494936611673,3.36,0.07810249675906666,3.37,0.06683312551921149,3.268,0.23530830839560263,3.26,0.21137644144984563,3.208571428571428,0.2361093370614959,3.208571428571428,0.2361093370614959
200107,2.72,-0.06,2001-07-01,2001-07-31,2001-07-01,2.3,,2.44,0.19798989873223347,2.58,0.28,2.6100000000000003,0.23636130534981117,2.71,0.30315012782448236,2.6999999999999997,0.2722498852157701,2.755714285714286,0.2889554257930418,2.755714285714286,0.2889554257930418
200108,2.41,-0.21,2001-08-01,2001-08-31,2001-08-01,1.91,,2.1,0.26870057685088816,2.2033333333333336,0.26102362600602536,2.3225000000000002,0.31972644557496344,2.39,0.3153569406244297,2.435,0.3028365895990774,2.45,0.27928480087537894,2.45,0.27928480087537894
200109,2.45,-0.04,2001-09-01,2001-09-30,2001-09-01,2.18,,2.35,0.24041630560342606,2.4033333333333333,0.19347695814575253,2.4375,0.17211914478058493,2.638,0.4724616386543991,2.565,0.458857276285339,2.5042857142857144,0.4486222294558136,2.5042857142857144,0.4486222294558136
200110,2.06,-0.1,2001-10-01,2001-10-31,2001-10-01,2.26,,1.915,0.4879036790187176,2.266666666666667,0.7000238091188995,2.33,0.5854343117151004,2.362,0.5120253899954572,2.4066666666666667,0.47085737401751143,2.4714285714285715,0.4627248488186967,2.4714285714285715,0.4627248488186967
200111,2.39,0.16,2001-11-01,2001-11-30,2001-11-01,2.73,,2.085,0.9121677477306463,2.2666666666666666,0.7176582287783881,2.27,0.5860034129593444,2.416,0.603431851993247,2.408333333333333,0.5400524665869666,2.478571428571428,0.5268595186394115,2.478571428571428,0.5268595186394115
200112,2.36,0.02,2001-12-01,2001-12-31,2001-12-01,1.71,,1.72,0.014142135623730963,1.8399999999999999,0.20808652046684817,1.9549999999999998,0.28594871335025557,2.2199999999999998,0.6422227028064329,2.225,0.5745519993873487,2.2199999999999998,0.5246586191674226,2.2199999999999998,0.5246586191674226
200201,2.01,-0.3,2002-01-01,2002-01-31,2002-01-01,1.85,,1.995,0.2050609665440988,2.3733333333333335,0.6711433031278291,2.6175,0.7340015894624023,2.656,0.6414670685233966,2.6833333333333336,0.5776388721914987,2.7542857142857144,0.5597278250142993,2.7542857142857144,0.5597278250142993
200202,1.32,-0.81,2002-02-01,2002-02-28,2002-02-01,2.21,,2.165,0.06363961030678918,2.0833333333333335,0.14843629385474882,2.3925,0.6300991985394045,2.3899999999999997,0.54571054598569,2.3066666666666666,0.529062063152015,2.2057142857142855,0.5519014749891851,2.2057142857142855,0.5519014749891851
200203,2.59,0.08,2002-03-01,2002-03-31,2002-03-01,2.57,,2.505,0.0919238815542511,2.4,0.19313207915827962,2.605,0.4392797134704342,2.572,0.3875177415293396,2.5166666666666666,0.3721648380310353,2.584285714285714,0.38396428405331073,2.584285714285714,0.38396428405331073
200204,2.26,-0.26,2002-04-01,2002-04-30,2002-04-01,2.1,,2.21,0.15556349186104027,2.43,0.3966106403010389,2.4625,0.33029027637317254,2.568,0.3707694701563224,2.566666666666667,0.3316423776700841,2.6028571428571428,0.31752765158928997,2.6028571428571428,0.31752765158928997
200205,2.64,-0.27,2002-05-01,2002-05-31,2002-05-01,2.78,,2.7199999999999998,0.08485281374238547,2.783333333333333,0.12503332889007368,2.7424999999999997,0.13073510112692252,2.7499999999999996,0.11445523142259592,2.8449999999999993,0.2542243104032342,2.8449999999999993,0.2542243104032342,2.8449999999999993,0.2542243104032342
200206,2.56,-0.36,2002-06-01,2002-06-30,2002-06-01,3.12,,3.285,0.23334523779156074,3.2933333333333334,0.1656301099840646,3.3000000000000003,0.13589211407093008,3.3200000000000003,0.1258967831201417,3.2433333333333336,0.21896727304934563,3.2399999999999998,0.2000833159794523,3.2399999999999998,0.2000833159794523
200207,2.6,-0.18,2002-07-01,2002-07-31,2002-07-01,2.72,,2.51,0.29698484809835024,2.533333333333333,0.21385353243127272,2.6149999999999998,0.2390955178723907,2.632,0.21052315787105236,2.7116666666666664,0.2711764493215933,2.7028571428571424,0.24864394125699008,2.7028571428571424,0.24864394125699008
200208,2.4,-0.22,2002-08-01,2002-08-31,2002-08-01,2.41,,2.16,0.3535533905932739,2.2033333333333336,0.26102362600602536,2.255,0.23685438564654032,2.34,0.27964262908219134,2.393333333333333,0.28218197438296216,2.4314285714285715,0.27661215756775,2.4314285714285715,0.27661215756775
200209,2.72,0.23,2002-09-01,2002-09-30,2002-09-01,2.45,,2.3150000000000004,0.19091883092036785,2.3833333333333333,0.17953644012660303,2.415,0.15968719422671301,2.44,0.1491643389017629,2.6066666666666665,0.4294958284624737,2.5485714285714285,0.42112660691010606,2.5485714285714285,0.42112660691010606
200210,3.01,0.85,2002-10-01,2002-10-31,2002-10-01,2.06,,2.16,0.1414213562373093,1.9633333333333336,0.35501173689518106,2.2150000000000003,0.5808327355329301,2.2760000000000002,0.5211813503954262,2.311666666666667,0.47427488513167837,2.357142857142857,0.44935933229856206,2.357142857142857,0.44935933229856206
200211,1.94,-0.29,2002-11-01,2002-11-30,2002-11-01,2.39,,2.56,0.24041630560342606,2.186666666666667,0.6686055139866358,2.2975000000000003,0.5892014369749392,2.294,0.5103234268579094,2.4116666666666666,0.5398302202236058,2.4057142857142857,0.49304689238979904,2.4057142857142857,0.49304689238979904
200212,3.0,0.66,2002-12-01,2002-12-31,2002-12-01,2.36,,2.035,0.4596194077712558,1.9333333333333336,0.36963946398258574,1.9700000000000002,0.31059083480789745,2.036,0.3068061277093402,2.243333333333333,0.5772578857552892,2.244285714285714,0.5269679668587437,2.244285714285714,0.5269679668587437
200301,1.33,-0.98,2003-01-01,2003-01-31,2003-01-01,2.01,,1.93,0.1131370849898474,2.0,0.1452583904633395,2.2824999999999998,0.5773141836700936,2.4959999999999996,0.6912886517222744,2.5483333333333333,0.6314559894930657,2.587142857142857,0.5855115793251312,2.587142857142857,0.5855115793251312
200302,2.57,0.44,2003-02-01,2003-02-28,2003-02-01,1.32,,1.7650000000000001,0.6293250352560272,1.8833333333333335,0.4899319680663156,1.8925,0.40044766616042765,2.178,0.7265122160019059,2.2116666666666664,0.6550241725819488,2.165714285714286,0.6101873248671849,2.165714285714286,0.6101873248671849
200303,2.48,-0.03,2003-03-01,2003-03-31,2003-03-01,2.59,,2.58,0.014142135623730963,2.533333333333333,0.08144527815247073,2.4475,0.18409689477736077,2.602,0.380486530642019,2.5749999999999997,0.3466842944236154,2.5271428571428567,0.34086724129853874,2.5271428571428567,0.34086724129853874
200304,2.63,0.11,2003-04-01,2003-04-30,2003-04-01,2.26,,2.1799999999999997,0.1131370849898474,2.2266666666666666,0.11372481406154639,2.3875,0.33480093588081067,2.422,0.30003333148168726,2.516666666666667,0.35466416039214727,2.5228571428571427,0.32417661265192504,2.5228571428571427,0.32417661265192504
200305,3.26,0.35,2003-05-01,2003-05-31,2003-05-01,2.64,,2.71,0.09899494936611643,2.6933333333333334,0.07571877794400346,2.7475,0.12473304828045102,2.722,0.12214745187681975,2.731666666666667,0.11178849076119891,2.815714285714286,0.24466692617087568,2.815714285714286,0.24466692617087568
200306,3.45,0.53,2003-06-01,2003-06-30,2003-06-01,2.56,,2.84,0.39597979746446665,3.043333333333333,0.4499259198282906,3.11,0.390811122325521,3.152,0.3512406582387637,3.1933333333333334,0.3300706994973451,3.1457142857142855,0.32659134214168134,3.1457142857142855,0.32659134214168134
200307,2.64,-0.14,2003-07-01,2003-07-31,2003-07-01,2.6,,2.66,0.08485281374238578,2.54,0.21633307652783956,2.55,0.17776388834631193,2.6119999999999997,0.207171426601257,2.6266666666666665,0.1887502759379882,2.6957142857142853,0.25112129491921775,2.6957142857142853,0.25112129491921775
200308,2.56,-0.06,2003-08-01,2003-08-31,2003-08-01,2.4,,2.4050000000000002,0.007071067811865638,2.24,0.2858321185591291,2.2525000000000004,0.23471614061812346,2.2840000000000003,0.21512786895239777,2.35,0.2513165334791964,2.3942857142857146,0.2576080448314935,2.3942857142857146,0.2576080448314935
200309,2.82,0.33,2003-09-01,2003-09-30,2003-09-01,2.72,,2.585,0.19091883092036785,2.4499999999999997,0.27,2.4675,0.22321514285549712,2.476,0.19424211695716248,2.4866666666666664,0.17568911937472584,2.6228571428571428,0.3944073311402094,2.6228571428571428,0.3944073311402094
200310,1.83,-0.33,2003-10-01,2003-10-31,2003-10-01,3.01,,2.535,0.6717514421272199,2.4433333333333334,0.5008326400438905,2.225,0.5982474404458409,2.374,0.6159788957423784,2.3983333333333334,0.5541630325695378,2.411428571428572,0.5070643802460253,2.411428571428572,0.5070643802460253
200311,2.55,0.32,2003-11-01,2003-11-30,2003-11-01,1.94,,2.165,0.3181980515339465,2.3533333333333335,0.39627431576287325,2.125,0.5596725232967341,2.226,0.5347242279904661,2.235,0.4787796988177339,2.344285714285714,0.5240501611759808,2.344285714285714,0.5240501611759808
200312,2.37,0.03,2003-12-01,2003-12-31,2003-12-01,3.0,,2.6799999999999997,0.45254833995939053,2.3566666666666665,0.6450064599159712,2.1999999999999997,0.6128077458170167,2.1759999999999997,0.5334135356362829,2.1966666666666668,0.47977772631361976,2.3514285714285714,0.5995673042961501,2.3514285714285714,0.5995673042961501
200401,1.97,-0.34,2004-01-01,2004-01-31,2004-01-01,1.33,,1.67,0.4808326112068521,1.7299999999999998,0.3555277766926235,1.8325,0.3553753883806061,2.092,0.6568256998626043,2.3016666666666667,0.7803183111183966,2.3742857142857146,0.7377862640552285,2.3742857142857146,0.7377862640552285
200402,2.44,0.31,2004-02-01,2004-02-29,2004-02-01,2.57,,1.9449999999999998,0.8838834764831843,2.033333333333333,0.6434542200757822,2.0549999999999997,0.527162214123888,2.0279999999999996,0.4605105861975379,2.243333333333333,0.6692284114311544,2.262857142857143,0.6130990753462903,2.262857142857143,0.6130990753462903
200403,2.01,-0.5,2004-03-01,2004-03-31,2004-03-01,2.48,,2.535,0.07778174593052013,2.546666666666667,0.058594652770823076,2.52,0.0716472842006822,2.4539999999999997,0.1600937225502611,2.5816666666666666,0.3439428247058902,2.5614285714285714,0.31850842853466077,2.5614285714285714,0.31850842853466077
200404,2.5,-0.02,2004-04-01,2004-04-30,2004-04-01,2.63,,2.445,0.26162950903902266,2.33,0.27184554438136366,2.3275,0.22201726659579124,2.436,0.309564209817608,2.4566666666666666,0.28147231953900315,2.532857142857143,0.3265840517495349,2.532857142857143,0.3265840517495349
200405,3.34,0.43,2004-05-01,2004-05-31,2004-05-01,3.26,,2.95,0.43840620433565924,2.893333333333333,0.3251666239535252,2.835,0.28999999999999987,2.85,0.2533771891863984,2.811666666666667,0.2453093285357624,2.8071428571428574,0.22425538163102385,2.8071428571428574,0.22425538163102385
200406,3.51,0.59,2004-06-01,2004-06-30,2004-06-01,3.45,,3.005,0.6293250352560273,3.043333333333333,0.4499259198282906,3.1449999999999996,0.41988093550434036,3.178,0.37103908149951,3.201666666666666,0.3368926634206608,3.2299999999999995,0.3165438358268883,3.2299999999999995,0.3165438358268883
200407,3.05,0.27,2004-07-01,2004-07-31,2004-07-01,2.64,,2.62,0.028284271247461926,2.6533333333333338,0.06110100926607792,2.5650000000000004,0.18357559750685834,2.5680000000000005,0.15912259424732883,2.6166666666666667,0.185652004208591,2.628571428571429,0.172378321474267,2.628571428571429,0.172378321474267
200408,3.04,0.42,2004-08-01,2004-08-31,2004-08-01,2.56,,2.48,0.1131370849898477,2.4566666666666666,0.08962886439832503,2.32,0.28296053906272284,2.314,0.24541801074900763,2.33,0.2229798197146998,2.38,0.24276188608044175,2.38,0.24276188608044175
200409,2.98,0.49,2004-09-01,2004-09-30,2004-09-01,2.82,,2.77,0.0707106781186545,2.6633333333333336,0.1913983629327411,2.5425,0.2877933286231631,2.538,0.24943937139112574,2.533333333333333,0.2233980005878894,2.5342857142857143,0.20394910663015434,2.5342857142857143,0.20394910663015434
200410,3.03,0.87,2004-10-01,2004-10-31,2004-10-01,1.83,,2.42,0.8343860018001259,2.3000000000000003,0.6255397669213364,2.29,0.5111425111127683,2.146,0.5473846910537413,2.2833333333333337,0.5940258131316067,2.3171428571428576,0.5495972551397458,2.3171428571428576,0.5495972551397458
200411,3.18,0.95,2004-11-01,2004-11-30,2004-11-01,2.55,,2.245,0.4313351365237939,2.2933333333333334,0.3162804662531869,2.4025000000000003,0.33816908985496197,2.21,0.5206246248498049,2.28,0.49622575507524797,2.28,0.4529900661162449,2.28,0.4529900661162449
200412,2.18,-0.16,2004-12-01,2004-12-31,2004-12-01,2.37,,2.685,0.44547727214752486,2.5766666666666667,0.36665151483845443,2.3600000000000003,0.5266877632905478,2.2340000000000004,0.5361249854278385,2.2083333333333335,0.48362864541574324,2.2214285714285715,0.44284792617137286,2.2214285714285715,0.44284792617137286
200501,2.7,0.39,2005-01-01,2005-01-31,2005-01-01,1.97,,1.65,0.4525483399593903,1.7699999999999998,0.3815756805667781,1.79,0.3141125063837265,1.86,0.3138470965295043,2.0716666666666668,0.589590253198496,2.254285714285714,0.7232762760028641,2.254285714285714,0.7232762760028641
200502,2.06,-0.07,2005-02-01,2005-02-28,2005-02-01,2.44,,2.505,0.0919238815542511,2.11,0.6872408602520661,2.135,0.5633530568539293,2.132,0.4879241744369712,2.0966666666666667,0.4449119763129181,2.2714285714285714,0.6154247468599382,2.2714285714285714,0.6154247468599382
200503,2.34,-0.17,2005-03-01,2005-03-31,2005-03-01,2.01,,2.245,0.3323401871576775,2.36,0.30805843601498734,2.4125,0.2725649769626807,2.418,0.23636835659622465,2.38,0.23099783548769456,2.5,0.3811386449399572,2.5,0.3811386449399572
200504,2.57,0.05,2005-04-01,2005-04-30,2005-04-01,2.5,,2.565,0.0919238815542511,2.4633333333333334,0.18770544300401454,2.3725,0.23767975653527298,2.362,0.20717142660125695,2.4466666666666668,0.2781126869933601,2.4628571428571426,0.2574693694218328,2.4628571428571426,0.2574693694218328
200505,2.76,-0.15,2005-05-01,2005-05-31,2005-05-01,3.34,,3.3,0.05656854249492385,3.08,0.38314488121336016,3.005,0.3469389955981694,2.936,0.33775730932135273,2.9316666666666666,0.30228573678998916,2.8871428571428575,0.30003967991552294,2.8871428571428575,0.30003967991552294
200506,3.14,0.22,2005-06-01,2005-06-30,2005-06-01,3.51,,3.48,0.042426406871192576,3.1733333333333333,0.5320087718575073,3.16,0.43520110293977887,3.218,0.39858499720887636,3.233333333333333,0.358478265263972,3.2457142857142856,0.32887977250342526,3.2457142857142856,0.32887977250342526
200507,2.7,-0.08,2005-07-01,2005-07-31,2005-07-01,3.05,,2.8449999999999998,0.2899137802864843,2.763333333333333,0.24906491790963506,2.7525,0.20451161336217544,2.662,0.26892378102354575,2.648333333333333,0.2428511203735051,2.6785714285714284,0.23568542391844907,2.6785714285714284,0.23568542391844907
200508,2.99,0.37,2005-08-01,2005-08-31,2005-08-01,3.04,,2.8,0.33941125496954283,2.6666666666666665,0.3330665599145813,2.6025,0.3007074990750979,2.464,0.4046356385688241,2.435,0.368822450509727,2.4314285714285715,0.3368198614209368,2.4314285714285715,0.3368198614209368
200509,1.94,-0.55,2005-09-01,2005-09-30,2005-09-01,2.98,,2.9,0.1131370849898477,2.84,0.13114877048603993,2.7424999999999997,0.22246722605064015,2.63,0.3168595903550971,2.6116666666666664,0.28694366462193693,2.597142857142857,0.2647460598204932,2.597142857142857,0.2647460598204932
200510,2.37,0.21,2005-10-01,2005-10-31,2005-10-01,3.03,,2.4299999999999997,0.8485281374238569,2.623333333333333,0.6871195917257295,2.4825,0.6277672073839685,2.4379999999999997,0.5526934050628792,2.2933333333333334,0.6082324117199498,2.39,0.6113100686231169,2.39,0.6113100686231169
200511,2.22,-0.01,2005-11-01,2005-11-30,2005-11-01,3.18,,2.865,0.4454772721475252,2.5566666666666666,0.6200268811376919,2.515,0.5130626992223596,2.5580000000000003,0.4546097227292879,2.3716666666666666,0.6112746245891995,2.4085714285714284,0.5664929705779991,2.4085714285714284,0.5664929705779991
200512,2.29,-0.05,2005-12-01,2005-12-31,2005-12-01,2.18,,2.2750000000000004,0.134350288425444,2.516666666666667,0.42922410618851925,2.4775,0.359107690440254,2.3240000000000003,0.46317383345780666,2.225,0.48003124898281363,2.2042857142857146,0.44162039290387334,2.2042857142857146,0.44162039290387334
200601,2.61,0.3,2006-01-01,2006-01-31,2006-01-01,2.7,,2.335,0.5161879502661798,2.0,0.6854925236645547,2.0025,0.5597246346791132,1.972,0.4895099590406717,2.0,0.4431703961232068,2.1614285714285715,0.5882864543578683,2.1614285714285715,0.5882864543578683
200602,1.52,-0.61,2006-02-01,2006-02-28,2006-02-01,2.06,,2.25,0.268700576850888,2.356666666666667,0.26501572280401264,2.0975,0.5616864487119718,2.12,0.48902965145275185,2.1200000000000006,0.43740141746455274,2.0914285714285716,0.40638358609522973,2.0914285714285716,0.40638358609522973
200603,2.31,-0.2,2006-03-01,2006-03-31,2006-03-01,2.34,,2.175,0.23334523779156074,2.276666666666667,0.24131583730317696,2.355,0.2517273657484754,2.398,0.23826455884163725,2.405,0.21379897099845924,2.3742857142857146,0.211412483300391,2.3742857142857146,0.211412483300391
200604,2.54,0.02,2006-04-01,2006-04-30,2006-04-01,2.57,,2.535,0.049497474683058214,2.566666666666667,0.06506407098647705,2.49,0.16227548592850785,2.412,0.22398660674245677,2.396666666666667,0.20382999452157832,2.4642857142857144,0.25812510809406247,2.4642857142857144,0.25812510809406247
